Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,Year
DO,261,89,41,25,26,18,24,12,14,9,24,10,10,563,2014
FinCEN,219,0,0,0,0,0,0,0,0,0,0,0,0,219,2014
IRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
MINT,115,4,6,0,0,0,0,0,0,0,0,1,4,130,2014
OCC,1468,108,12,5,1,1,0,0,0,0,5,0,0,1600,2014
TIGTA,10,1,0,0,0,0,0,0,0,0,0,0,0,11,2014
TTB,17,0,0,0,0,0,0,0,0,0,0,0,0,17,2014
Fiscal Service,216,34,21,5,2,0,0,0,0,0,0,0,0,278,2014
Total,2330,262,81,36,29,19,24,12,14,9,29,11,14,2870,2014
BEP,23,7,3,1,0,0,1,0,5,0,0,0,0,40,2015
DO,212,30,15,10,3,4,4,1,3,0,0,1,2,285,2015
FinCEN,303,2,0,0,0,0,0,0,0,0,1,0,0,306,2015
IRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
MINT,70,0,0,0,0,0,0,0,0,0,0,0,0,70,2015
OCC,1315,112,24,4,2,1,0,0,0,0,0,0,0,1458,2015
TIGTA,11,0,0,0,0,0,0,0,0,0,0,0,0,11,2015
TTB,44,0,0,0,0,0,0,0,0,0,0,0,0,44,2015
Fiscal Service,218,39,7,0,0,0,0,0,0,0,0,0,0,264,2015
Total,2196,190,49,15,5,5,5,1,8,0,1,1,2,2478,2015
