Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total,Year
OIG,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2010
OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
OSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
SOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
USGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
Total,317,2,3,1,0,0,0,0,0,0,0,0,0,323,2010
BIA,497,1,0,0,0,0,0,0,0,0,0,0,0,498,2011
BLM,58,1,1,0,0,0,0,0,0,0,0,0,0,60,2011
BOEMRE,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2011
BOR,3,1,0,0,0,0,0,0,0,0,0,0,0,4,2011
FWS,10,0,0,0,0,0,0,0,0,0,0,0,0,10,2011
NPS,4,0,1,0,0,0,0,0,0,0,0,0,0,5,2011
OIG,20,6,1,0,0,0,0,0,0,0,0,0,0,27,2011
OS,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2011
OSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
SOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
USGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
Total,599,9,3,0,0,0,0,0,0,0,0,0,0,611,2011
BIA,483,1,0,0,0,0,0,0,0,0,0,0,0,484,2012
BLM,65,0,0,0,0,0,0,0,0,0,0,0,0,65,2012
BOEM,8,1,0,0,0,0,0,0,0,0,0,0,0,9,2012
BOR,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2012
BSEE,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2012
FWS,12,1,0,0,0,0,0,0,0,0,0,0,0,13,2012
NPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
OIG,14,0,1,0,1,0,0,0,0,0,0,0,0,16,2012
OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
OSM,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2012
SOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
USGS,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2012
Total,591,3,1,0,1,0,0,0,0,0,0,0,0,596,2012
BIA,314,2,0,0,0,0,0,0,0,0,0,0,0,316,2013
BLM,37,0,0,0,0,0,0,0,0,0,0,0,0,37,2013
BOEM,6,0,0,0,0,0,0,0,0,0,0,0,0,6,2013
BOR,13,0,0,0,0,0,0,0,0,0,0,0,0,13,2013
BSEE,8,0,0,0,0,0,0,0,0,0,0,0,0,8,2013
FWS,47,0,1,0,0,0,0,0,0,0,0,0,0,48,2013
NPS,6,2,0,0,0,0,0,0,0,0,0,0,0,8,2013
OIG,8,2,0,0,0,1,0,0,0,0,0,0,0,11,2013
OS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013
OSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
SOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
USGS,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2013
Total,442,6,1,0,0,1,0,0,0,0,0,0,0,450,2013
BIA,158,2,0,0,0,0,0,0,0,0,0,0,0,160,2014
BLM,31,3,0,0,0,0,0,0,0,0,0,0,0,34,2014
BOEM,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2014
BOR,14,0,0,0,0,0,0,0,0,0,0,0,0,14,2014
BSEE,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2014
FWS,37,3,1,0,0,0,0,0,0,0,0,0,0,41,2014
NPS,8,1,1,0,0,0,0,0,0,0,0,0,0,10,2014
OIG,16,0,0,0,0,0,0,0,0,0,0,0,0,16,2014
OS,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2014
OSM,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014
SOL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014
USGS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014
Total,279,9,2,0,0,0,0,0,0,0,0,0,0,290,2014
BIA,110,1,0,0,0,0,0,0,0,0,0,0,0,111,2015
BLM,39,4,0,0,0,0,0,0,0,0,0,0,0,43,2015
BOEM,35,2,1,0,0,0,0,0,0,0,0,0,0,38,2015
BOR,27,1,0,0,0,0,0,0,0,0,0,0,0,28,2015
BSEE,19,0,0,0,0,0,0,0,0,0,0,0,0,19,2015
FWS,65,2,0,0,0,0,0,0,0,0,0,0,0,67,2015
NPS,65,4,2,3,2,0,1,0,1,0,2,1,2,83,2015
OIG,68,1,0,0,0,0,0,0,0,0,0,0,0,69,2015
OS,8,0,0,0,0,0,0,0,0,0,0,0,0,8,2015
OSM,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2015
SOL,7,1,1,0,0,0,0,0,0,0,0,0,0,9,2015
USGS,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2015
Total,452,16,4,3,2,0,1,0,1,0,2,1,2,484,2015
