Agency,Component,Year,Request Pending on Start,Request Received in FY,Request Processed in FY,Request Pending for Next,Released in Full ratio,Released in Part ratio,Denied in Full ratio,
FHFA,FHFA,2013,11,165,151,25,0.2169,0.4458,0.3373
CEQ,CEQ,2013,13,64,34,43,0.6000,0.4000,0.0000
FERC,FERC,2013,14,100,99,15,0.1972,0.4225,0.3803
NEA,NEA,2013,14,72,82,4,0.4375,0.5000,0.0625
FMC,FMC,2013,16,26,24,18,0.3846,0.5385,0.0769
CFPB,CFPB,2013,16,204,209,11,0.3403,0.5417,0.1181
PC,PC,2013,17,173,149,41,0.7213,0.2541,0.0246
CSB,CSB,2013,18,40,57,1,0.5227,0.0682,0.4091
CNCS,CNCS,2013,19,46,59,6,0.4510,0.5490,0.0000
USTR,USTR,2013,20,97,82,35,0.8125,0.1667,0.0208
OMB,OMB,2013,20,222,181,61,0.5444,0.3222,0.1333
TVA,TVA,2013,25,162,161,26,0.4016,0.5328,0.0656
GSA,GSA,2013,26,1352,1318,60,0.4490,0.4797,0.0713
NIGC,NIGC,2013,28,50,45,33,0.2759,0.6207,0.1034
CSOSA,CSOSA,2013,31,793,720,104,0.1268,0.8717,0.0015
NRPC,NRPC,2013,33,179,187,25,0.4333,0.4333,0.1333
FDIC,FDIC,2013,36,732,744,24,0.5234,0.3385,0.1380
SBA,SBA,2013,43,4933,4946,30,0.9498,0.0395,0.0108
Ex-Im Bank,Ex-Im Bank,2013,44,45,51,38,0.4000,0.5000,0.1000
CFTC,CFTC,2013,46,122,148,20,0.3774,0.5472,0.0755
FRB,FRB,2013,53,838,854,37,0.8096,0.1372,0.0532
FCC,FCC,2013,64,571,574,61,0.4132,0.5521,0.0347
NASA,NASA,2013,64,873,883,54,0.4860,0.4442,0.0698
NSF,NSF,2013,71,378,305,144,0.1207,0.8448,0.0345
USNRC,USNRC,2013,108,357,370,95,0.4408,0.4597,0.0995
OSC,OSC,2013,112,149,129,132,0.1967,0.5574,0.2459
NLRB,NLRB,2013,122,5536,5550,108,0.8716,0.0860,0.0424
ODNI,ODNI,2013,141,388,374,155,0.2025,0.6793,0.1181
PBGC,PBGC,2013,144,5721,5786,79,0.9236,0.0415,0.0349
USPS,USPS,2013,156,2350,2303,203,0.2772,0.4154,0.3075
NTSB,NTSB,2013,189,466,311,344,0.1856,0.2474,0.5670
USAID,USAID,2013,211,372,345,238,0.3636,0.5152,0.1212
U.S. CPSC,U.S. CPSC,2013,258,1935,1946,247,0.7860,0.1951,0.0190
HUD,HUD,2013,278,2388,2400,266,0.6341,0.3189,0.0470
DOC,DOC,2013,328,1823,1793,358,0.5037,0.4079,0.0885
ED,ED,2013,349,2415,2421,343,0.2954,0.6299,0.0747
SEC,SEC,2013,382,12275,12167,490,0.6646,0.1192,0.2162
DOE,DOE,2013,549,2078,2046,581,0.6383,0.3408,0.0208
SSA,SSA,2013,590,39159,39455,294,0.9724,0.0201,0.0075
DOI,DOI,2013,906,6325,6363,868,0.6311,0.3333,0.0357
Treasury,Treasury,2013,1073,15040,14915,1198,0.5647,0.3837,0.0516
CIA,CIA,2013,1144,4573,4625,1092,0.1333,0.3036,0.5631
EPA,EPA,2013,1348,9951,9131,2168,0.8799,0.1068,0.0133
DOT,DOT,2013,1449,10552,10235,1766,0.6561,0.3304,0.0135
EEOC,EEOC,2013,1473,18946,19055,1364,0.0403,0.8220,0.1377
OPM,OPM,2013,1543,11188,12184,547,0.6294,0.3684,0.0022
U.S. DOL,U.S. DOL,2013,1666,18755,19175,1246,0.2462,0.6173,0.1365
USDA,USDA,2013,1821,22580,21556,2845,0.8777,0.0988,0.0235
VA,VA,2013,2499,25647,26376,1770,0.4333,0.3270,0.2397
NARA,NARA,2013,7610,12243,13253,6600,0.5657,0.4051,0.0291
HHS,HHS,2013,8009,66916,67125,7800,0.8361,0.0454,0.1185
DOJ,DOJ,2013,8458,70081,68241,10298,0.7521,0.1786,0.0693
DoD,DoD,2013,9527,68014,67679,9862,0.5421,0.3425,0.1153
State,State,2013,11835,18753,21097,9491,0.2278,0.2832,0.4890
DHS,DHS,2013,38474,231534,204332,65676,0.1313,0.8382,0.0305
