Year,Agency,Component,1-20 Days,21-40 Days,41-60 Days,61-80 Days,81-100 Days,101-120 Days,121-140 Days,141-160 Days,161-180 Days,181-200 Days,201-300 Days,301-400 Days,400+ Days,Total
2013,FCA,FCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FCC,FCC,1,0,0,0,0,0,0,0,0,0,1,3,1,6
2013,FCSIC,FCSIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FDIC,FDIC,2,22,4,0,0,0,0,0,0,0,0,0,0,28
2013,FEC,FEC,7,4,2,0,1,0,0,0,0,0,0,0,0,14
2013,FERC,FERC,19,18,0,1,0,1,0,0,2,1,2,0,0,44
2013,FFIEC,FFIEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FHFA,FHFA-HQ,12,9,5,3,3,2,1,2,0,0,0,0,0,37
2013,FHFA,FHFA-OIG,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,FLRA,FSIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FLRA,Authority,1,1,1,0,0,0,0,0,0,0,0,0,0,3
2013,FLRA,IG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FLRA,OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FLRA,ATRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FLRA,BORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FLRA,CHRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FLRA,DARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FLRA,DERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FLRA,SFRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FLRA,WARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FMC,FMC,0,0,0,1,0,0,0,0,0,0,0,0,5,6
2013,FMCS,FMCS,11,3,0,0,0,0,0,0,0,0,0,0,0,14
2013,FMSHRC,FMSHRC,23,3,0,0,0,0,0,0,0,0,0,0,0,26
2013,FOMC,FOMC,0,1,1,0,0,0,0,0,0,1,1,1,0,5
2013,FRB,FRB,151,120,54,32,19,29,13,9,11,7,8,4,7,464
2013,FRTIB,FRTIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FTC,FTC,192,76,23,16,11,2,0,1,0,0,2,0,0,323
2013,GSA,GSA,189,253,214,121,91,57,33,22,20,13,37,7,0,1057
2013,HHS,ACF,37,20,15,6,3,6,4,10,7,5,20,5,6,144
2013,HHS,CMS,3899,162,82,65,54,65,70,46,55,65,195,111,37,4906
2013,HHS,OIG,180,52,14,8,6,4,4,1,1,1,2,0,0,273
2013,HHS,AHRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,HHS,CDC,199,71,62,50,26,13,19,11,10,11,43,26,76,617
2013,HHS,FDA,32,74,124,137,167,173,154,180,166,115,692,347,840,3201
2013,HHS,HRSA,77,34,36,32,22,22,32,13,17,10,6,1,0,302
2013,HHS,IHS,7,6,4,3,4,2,5,4,5,0,0,0,0,40
2013,HHS,NIH,49,44,24,24,18,7,3,3,5,3,4,3,3,190
2013,HHS,SAMHSA,8,3,6,4,3,9,3,8,3,3,19,12,8,89
2013,HHS,OS,918,77,51,33,17,21,16,11,9,12,41,25,73,1304
2013,HHS,OASH,0,59,36,27,20,12,11,5,7,8,28,22,63,298
2013,HHS,ACL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,HUD,HQ,265,74,44,34,19,26,20,12,15,12,43,23,8,595
2013,HUD,OIG,1,4,4,1,0,0,0,0,0,0,0,0,0,10
2013,HUD,R01,1,4,4,1,0,0,0,0,0,0,0,0,0,10
2013,HUD,R02,11,15,2,0,0,0,0,0,0,0,0,0,0,28
2013,HUD,R03,10,3,2,1,0,0,0,0,0,0,0,0,0,16
2013,HUD,R04,13,13,4,13,1,0,0,0,0,0,0,0,0,44
2013,HUD,R05,1,4,2,0,0,0,0,0,0,0,0,0,0,7
2013,HUD,R06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,HUD,R07,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2013,HUD,R08,0,3,0,0,0,0,0,0,0,0,0,0,0,3
2013,HUD,R09,23,6,1,0,0,0,0,0,0,0,0,0,0,30
2013,HUD,R0X,0,2,3,0,1,0,1,0,0,0,0,0,0,7
2013,IAF,IAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,IMLS,IMLS,0,6,0,0,0,0,0,0,0,0,0,0,0,6
2013,LSC,OLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,LSC,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MCC,MCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MSPB,MSPB,0,4,3,2,1,1,1,1,0,0,0,0,0,13
2013,NARA,NARA,541,125,37,26,31,28,32,24,25,18,78,61,1066,2092
2013,NASA,ARC,29,17,7,1,2,2,1,0,0,0,0,0,0,59
2013,NASA,DFRC,4,2,0,0,0,0,0,1,0,0,0,0,0,7
2013,NASA,GRC,19,2,4,0,0,0,0,0,0,0,0,0,0,25
2013,NASA,GSFC,45,12,17,7,2,0,1,0,0,0,0,0,0,84
2013,NASA,HQ,97,40,13,6,2,2,0,1,0,0,2,0,0,163
2013,NASA,JPL,7,0,0,0,0,0,1,0,0,0,0,0,0,8
2013,NASA,JSC,87,18,2,5,0,0,0,0,0,0,0,0,0,112
2013,NASA,KSC,24,9,6,3,0,0,1,0,0,0,0,0,0,43
2013,NASA,LaRC,13,5,1,0,0,1,0,0,0,0,0,0,0,20
2013,NASA,MSFC,9,9,0,1,0,0,0,0,0,0,0,0,0,19
2013,NASA,NSSC,3,3,0,0,0,0,0,0,0,0,1,0,0,7
2013,NASA,OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,NASA,OIG,2,1,2,0,0,0,0,0,0,0,0,0,0,5
2013,NASA,SSC,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,NCPC,NCPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,NCUA,NCUA,11,9,3,6,4,2,0,1,0,0,1,1,0,38
2013,NEA,NEA,1,1,0,0,0,0,0,0,0,1,2,2,2,9
2013,NEH,NEH,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2013,NIGC,NIGC,0,0,0,0,0,0,0,0,0,0,0,1,2,3
2013,NMB,NMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,NRPC,NRPC,63,23,10,8,12,3,1,1,3,1,4,1,4,134
2013,NSF,OGC,123,66,40,23,12,3,2,0,0,1,2,0,0,272
2013,NSF,OIG,26,4,2,0,0,1,0,0,0,0,0,0,0,33
2013,NTSB,NTSB,48,22,12,6,5,4,1,3,4,6,18,32,25,186
2013,ODNI,ODNI,23,18,7,3,7,2,1,2,2,2,5,4,14,90
2013,OGE,OGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,OMB,OMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,ONDCP,ONDCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,ONHIR,ONHIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,OPM,OPM,1581,1228,1080,175,84,57,32,44,80,76,44,4,10,4495
2013,OSC,OSC,0,2,4,3,0,3,4,1,1,2,5,6,16,47
2013,OSHRC,OSHRC,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2013,OSTP,OSTP,5,2,0,0,0,0,0,0,0,0,1,0,0,8
2013,PBGC,PBGC,5311,431,24,7,6,4,0,1,0,1,0,0,0,5785
2013,PC,FOIA Office,0,0,0,0,2,1,4,0,0,1,1,0,1,10
2013,PC,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,PRC,PRC,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2013,RATB,RATB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,SBA,SBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,SEC,SEC,1,0,1,0,0,0,0,0,0,0,0,0,5,7
2013,SSA,SSA,160,250,152,125,71,27,18,27,9,27,26,1,0,893
2013,SSS,SSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,State,DoS,30,50,39,38,47,73,83,109,86,91,484,376,1315,2821
2013,State,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,STB,STB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Treasury,BEP,0,42,0,0,0,0,0,0,0,0,0,0,0,42
2013,Treasury,BPD,133,4,2,4,0,0,0,0,0,0,0,0,0,143
2013,Treasury,DO,66,35,23,35,15,6,8,5,1,6,22,9,50,281
2013,Treasury,FinCEN,99,4,0,0,0,0,1,0,0,0,0,0,0,104
2013,Treasury,FMS,11,7,1,1,0,0,1,0,1,0,0,0,0,22
2013,Treasury,IRS,5475,1606,425,129,66,34,30,13,5,6,8,2,4,7803
2013,Treasury,MINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Treasury,OCC,53,86,30,10,5,2,0,0,0,0,0,0,0,186
2013,Treasury,TIGTA,233,46,8,6,1,1,0,0,0,0,0,0,0,295
2013,Treasury,TTB,22,29,0,0,0,0,0,0,0,0,0,0,0,51
2013,TVA,TVA,0,36,7,10,0,4,0,1,1,1,4,1,1,66
2013,U.S. CPSC,U.S. CPSC,148,106,77,46,50,25,30,20,18,13,36,15,19,603
2013,U.S. DOL,ADJ BDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,U.S. DOL,ALJ,133,5,1,2,0,0,0,0,0,0,1,0,1,143
2013,U.S. DOL,ASP,0,2,0,1,0,3,0,0,0,0,0,0,1,7
2013,U.S. DOL,BLS,8,7,1,0,0,0,0,0,0,0,0,1,0,17
2013,U.S. DOL,CFO,4,0,0,0,0,0,0,0,0,0,0,1,0,5
2013,U.S. DOL,EBSA,249,50,21,12,3,1,0,3,0,0,2,1,7,349
2013,U.S. DOL,ETA,934,153,47,14,3,2,0,0,0,0,3,1,0,1157
2013,U.S. DOL,EXEC SEC,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2013,U.S. DOL,ILAB,17,0,0,0,0,0,0,0,0,0,0,0,1,18
2013,U.S. DOL,MSHA,1548,151,41,25,21,9,1,1,0,1,5,1,4,1808
2013,U.S. DOL,OASAM,84,70,38,15,15,1,5,1,4,1,8,1,2,245
2013,U.S. DOL,OCIA,4,1,5,4,4,5,3,1,1,0,1,0,0,29
2013,U.S. DOL,ODEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,U.S. DOL,OFCCP,81,32,25,18,6,3,0,2,1,0,4,1,1,174
2013,U.S. DOL,OIG,2,1,0,0,2,0,0,1,1,1,2,2,5,17
2013,U.S. DOL,OLMS,53,14,3,0,0,0,0,0,0,0,0,1,0,71
2013,U.S. DOL,OPA,7,3,0,0,0,0,0,0,0,0,0,0,0,10
2013,U.S. DOL,OSEC,7,5,1,1,0,0,0,0,0,0,1,0,1,16
2013,U.S. DOL,OSHA,3466,647,160,91,59,36,16,12,4,4,36,14,70,4615
2013,U.S. DOL,OWCP,809,116,15,5,1,2,2,1,0,1,0,2,13,967
2013,U.S. DOL,SOL,39,29,9,5,6,0,3,0,2,0,6,1,4,104
2013,U.S. DOL,VETS,66,46,13,5,3,0,1,5,11,8,12,1,0,171
2013,U.S. DOL,WB,0,1,0,0,0,0,0,0,1,0,0,0,0,2
2013,U.S. DOL,WHD,347,204,68,55,39,34,19,15,7,7,42,14,5,856
2013,US ADF,US ADF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,US RRB,OIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,US RRB,RRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,USAID,USAID,42,28,23,21,18,21,12,5,7,3,28,16,41,265
2013,USCCR,USCCR,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,USDA,AMS,29,14,6,7,4,1,2,2,3,1,1,3,1,74
2013,USDA,APHIS,1,8,1,3,1,1,1,0,1,0,3,2,1,23
2013,USDA,ASCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,USDA,FAS,1,3,2,3,0,0,0,1,1,0,0,0,0,11
2013,USDA,FNCS,10,3,0,1,0,0,0,0,1,0,0,0,0,15
2013,USDA,FS,207,138,80,47,15,20,8,5,5,2,9,0,6,542
2013,USDA,FSA,502,81,13,4,2,0,1,3,0,2,4,0,0,612
2013,USDA,FSIS,1,1,0,5,1,0,0,0,0,0,0,0,0,8
2013,USDA,GIPSA,7,8,4,2,0,0,2,0,0,0,3,0,0,26
2013,USDA,NAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,USDA,NRCS,4,1,0,1,0,1,0,0,0,0,0,0,0,7
2013,USDA,OBPA,2,1,0,1,0,0,0,0,0,0,0,0,0,4
2013,USDA,OCFO,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2013,USDA,OGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,USDA,OIG,0,6,15,1,3,1,0,1,0,2,2,0,0,31
2013,USDA,OSEC/OCIO/DM,16,8,7,2,2,0,0,3,1,2,6,3,4,54
2013,USDA,RD,12,2,8,3,8,3,2,2,2,3,7,3,2,57
2013,USDA,REE,44,22,2,1,1,0,0,0,0,0,0,0,0,70
2013,USDA,RMA,9,2,1,0,1,1,0,0,0,0,2,1,1,18
2013,USIBWC,USIBWC,0,0,3,1,0,1,0,0,0,0,0,0,0,5
2013,USITC,USITC,0,2,0,0,0,0,0,0,0,0,0,0,0,2
2013,USNRC,USNRC,132,42,19,8,8,8,3,3,2,6,19,15,10,275
2013,USPS,PS,73,42,9,6,6,7,2,3,0,2,4,0,2,156
2013,USPS,OIG,8,7,1,2,2,2,1,0,0,0,0,0,0,23
2013,USPS,PIS,2,1,1,0,0,0,0,0,0,0,1,0,0,5
2013,USTDA,USTDA,10,0,2,0,0,0,0,0,0,0,0,0,0,12
2013,USTR,USTR,5,8,6,0,3,1,2,0,0,0,2,2,4,33
2013,VA,Admin,9,29,13,3,1,1,1,1,0,15,8,8,1,90
2013,VA,BVA,10,4,0,1,0,0,0,0,0,0,0,0,0,15
2013,VA,C&LA,31,18,1,0,0,0,0,0,0,0,0,0,0,50
2013,VA,CFM,12,2,1,1,2,3,1,2,3,0,3,5,1,36
2013,VA,GC,20,10,9,5,7,6,2,0,1,0,0,0,0,60
2013,VA,HRM,0,0,0,0,2,0,0,0,0,0,0,0,1,3
2013,VA,IG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,VA,Mgmt,2,0,0,0,0,1,0,0,0,1,1,2,0,7
2013,VA,NCA,42,50,18,5,0,5,0,1,0,1,1,1,0,124
2013,VA,OAL,132,39,18,8,5,3,3,3,3,3,6,3,0,226
2013,VA,OASHRA,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2013,VA,OASP&IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,VA,ODASB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,VA,ODASIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,VA,ODI,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2013,VA,OF,8,2,0,0,1,0,0,0,0,0,0,0,0,11
2013,VA,OIT,123,23,7,4,4,6,2,0,2,1,2,0,0,174
2013,VA,ORM,7,5,0,0,0,0,0,0,0,0,0,0,0,12
2013,VA,OSDBU,7,2,0,1,0,1,0,0,0,0,0,0,0,11
2013,VA,OSP,4,3,0,0,0,0,0,0,0,0,0,0,0,7
2013,VA,P&P,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2013,VA,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,VA,SEC,4,11,6,2,1,3,2,0,1,1,2,1,5,39
2013,VA,VBA,1177,362,161,183,296,355,159,50,38,25,53,16,13,2888
2013,VA,VHA,6339,1217,258,140,173,79,56,27,20,98,110,19,47,8583
2014,ABMC,ABMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ACUS,ACUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,AFRH,AFRH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,BBG,BBG,95,15,11,10,3,1,0,3,1,0,5,1,0,145
2014,CEQ,CEQ,0,0,1,0,1,0,0,0,1,0,1,0,0,4
2014,CFPB,CFPB,10,5,1,1,0,0,0,0,0,0,0,0,0,17
2014,CFTC,CFTC,21,22,9,14,5,5,2,5,2,3,6,5,4,103
2014,CIA,CIA,297,377,247,145,86,52,62,34,29,17,62,38,125,1571
2014,CIGIE,CIGIE,0,0,0,0,0,1,0,1,0,0,0,1,1,4
2014,CNCS,CNCS,13,5,4,1,0,1,0,0,0,0,0,0,2,26
2014,CO,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,CPPBSD,CPPBSD,3,0,0,0,0,0,0,0,0,0,0,0,0,3
2014,CSB,CSB,7,6,0,0,0,0,0,0,0,0,0,0,0,13
2014,CSOSA,CSOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DHS,CBP,67,1396,969,845,721,974,1003,1181,1646,2062,7081,8722,4819,31486
2014,DHS,CRCL,22,10,2,2,1,0,0,0,0,0,0,0,0,37
2014,DHS,FEMA,0,58,44,26,37,21,21,61,23,17,54,64,59,485
2014,DHS,FLETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DHS,I&A,62,37,25,14,9,6,6,6,0,5,4,2,1,177
2014,DHS,ICE,1346,989,334,176,112,108,119,148,74,85,268,103,28,3890
2014,DHS,NPPD,65,43,28,11,4,6,3,4,2,0,3,0,1,170
2014,DHS,OIG,4,12,9,7,6,7,4,6,2,5,10,0,3,75
2014,DHS,OPS,25,0,0,0,0,0,0,0,0,0,0,0,0,25
2014,DHS,PRIV,0,72,42,24,18,10,4,8,7,2,8,4,3,202
2014,DHS,S&T,1,0,4,2,0,0,0,0,0,0,0,1,0,8
2014,DHS,TSA,0,61,36,18,15,15,8,5,9,10,19,26,76,298
2014,DHS,USCG,20,378,237,93,97,63,25,18,10,13,40,23,38,1055
2014,DHS,USCIS,31524,53598,18081,1292,455,220,111,61,32,35,68,5,2516,107998
2014,DHS,USSS,0,92,21,19,34,18,11,17,8,6,25,13,46,310
2014,DOC,BIS,5,15,6,2,1,0,0,0,0,0,0,0,0,29
2014,DOC,Census,64,8,2,2,1,0,0,0,2,0,0,0,0,79
2014,DOC,EDA,0,6,1,0,0,0,0,0,0,0,0,0,0,7
2014,DOC,ESA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOC,ITA,0,0,8,1,2,1,1,1,0,0,2,2,0,18
2014,DOC,MBDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOC,NIST,17,21,9,3,4,2,3,2,0,0,0,2,2,65
2014,DOC,NOAA,0,72,55,27,19,14,14,11,5,3,20,8,12,260
2014,DOC,NTIA,13,1,1,0,0,1,0,0,1,0,3,0,1,21
2014,DOC,NTIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOC,OIG,7,15,3,1,1,2,0,1,1,0,0,0,0,31
2014,DOC,OS,0,20,12,9,8,12,3,4,2,1,11,13,4,99
2014,DOC,PTO,0,38,5,1,0,0,0,1,0,0,0,0,0,45
2014,DoD,AF,629,657,300,175,135,86,67,62,42,32,136,110,79,2510
2014,DoD,AFRICOM,2,2,3,4,3,3,4,3,2,2,1,2,2,33
2014,DoD,ARMY,5780,2793,819,424,289,172,189,112,74,43,116,65,56,10932
2014,DoD,ASBCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DoD,CENTCOM,73,21,14,21,13,11,13,9,11,4,17,23,46,276
2014,DoD,DCAA,3,0,2,0,0,0,0,0,0,0,0,0,0,5
2014,DoD,DCMA,4,28,18,10,15,4,4,5,0,5,7,3,6,109
2014,DoD,DeCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DoD,DFAS,0,28,14,4,1,0,0,0,0,0,1,0,0,48
2014,DoD,DHA,12,36,37,23,23,4,3,1,4,0,1,0,0,144
2014,DoD,DIA,0,34,35,26,39,31,19,21,9,12,41,34,207,508
2014,DoD,DISA,18,16,1,0,0,1,0,1,0,0,0,0,0,37
2014,DoD,DLA,327,142,11,5,2,1,0,0,0,0,0,0,0,488
2014,DoD,DoD IG,3,88,46,31,26,30,38,26,10,4,22,23,49,396
2014,DoD,DoDEA,1,4,4,0,0,0,0,0,0,0,0,0,0,9
2014,DoD,DSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DoD,DTIC,0,40,5,1,1,3,0,0,0,0,0,0,0,50
2014,DoD,DTRA,15,26,15,11,10,7,5,4,1,0,5,2,2,103
2014,DoD,EUCOM,0,5,3,2,2,1,0,0,0,0,4,3,5,25
2014,DoD,JPRA,0,4,2,1,0,0,0,0,0,0,0,0,0,7
2014,DoD,NAVY,843,407,233,131,78,57,47,56,42,38,89,122,159,2302
2014,DoD,NGA,19,11,9,4,2,1,2,2,1,6,6,4,15,82
2014,DoD,NGB,5,13,8,7,3,3,2,1,5,0,11,12,7,77
2014,DoD,NORTHCOM,0,5,1,0,0,1,0,0,0,0,2,0,0,9
2014,DoD,NRO,0,7,18,13,11,8,6,6,4,1,2,0,5,81
2014,DoD,NSA,4,14,22,16,16,19,20,11,10,4,19,10,117,282
2014,DoD,OSD/JS,344,111,114,61,49,22,24,27,24,19,67,32,177,1071
2014,DoD,PACOM,6,5,3,5,2,5,0,2,2,3,12,3,11,59
2014,DoD,SOCOM,23,5,2,5,1,5,0,3,1,3,7,1,14,70
2014,DoD,SOUTHCOM,0,29,14,24,9,6,10,8,8,10,4,16,21,159
2014,DoD,STRATCOM,0,9,0,8,4,13,0,0,1,2,3,0,0,40
2014,DoD,TRANSCOM,0,7,3,3,5,2,1,3,0,0,0,4,0,28
2014,DOE,BPA,24,8,7,4,6,3,3,0,2,2,5,0,0,64
2014,DOE,CBFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOE,CH,6,4,0,1,0,0,0,0,0,0,0,0,0,11
2014,DOE,EMCBC,1,1,1,1,0,0,0,0,0,1,1,0,0,6
2014,DOE,GFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOE,HQ,56,54,47,14,15,12,8,11,7,3,17,8,32,284
2014,DOE,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOE,NETL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOE,NNSA,64,44,28,14,12,14,3,9,8,2,18,16,81,313
2014,DOE,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOE,NRLFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOE,ORO,2,5,2,0,2,0,0,0,1,0,0,1,2,15
2014,DOE,OSTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOE,ROO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOE,SEPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOE,SPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOE,SRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOE,SWPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOE,WAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOI,BIA,872,227,60,19,21,8,4,1,1,2,18,2,3,1238
2014,DOI,BLM,213,143,66,36,14,15,11,10,5,6,13,6,7,545
2014,DOI,BOEM,32,5,5,1,0,0,3,1,1,0,1,4,0,53
2014,DOI,BOR,132,27,7,5,3,2,1,0,1,0,0,0,0,178
2014,DOI,BSEE,54,30,14,9,5,1,2,1,2,0,3,0,6,127
2014,DOI,FWS,530,160,68,47,29,20,14,13,6,3,12,4,5,911
2014,DOI,NPS,381,105,51,27,15,12,8,5,1,3,3,5,6,622
2014,DOI,OIG,59,18,6,2,1,4,2,1,2,0,7,4,13,119
2014,DOI,OS,157,54,23,12,6,7,2,2,5,1,8,4,2,283
2014,DOI,OSM,29,9,2,4,1,1,0,2,0,0,1,0,1,50
2014,DOI,SOL,26,7,2,4,2,1,2,1,1,0,1,1,3,51
2014,DOI,USGS,84,15,12,4,2,1,0,5,3,2,4,0,0,132
2014,DOJ,Office of the AG,3,7,2,6,2,1,0,2,0,2,5,10,21,61
2014,DOJ,Office of the DAG,1,4,6,1,1,3,0,3,1,0,3,3,20,46
2014,DOJ,Office of the Assoc. AG,1,1,0,0,0,0,0,0,1,0,1,3,7,14
2014,DOJ,Antitrust,5,8,4,5,2,3,0,1,1,1,3,1,15,49
2014,DOJ,ATF,23,91,84,82,65,45,32,26,17,21,47,45,2,580
2014,DOJ,BOP,523,258,195,188,125,66,51,22,28,13,103,100,66,1738
2014,DOJ,Civil,146,23,10,7,7,9,4,5,6,4,17,2,8,248
2014,DOJ,Civil Rights,67,9,9,5,3,2,1,1,2,0,4,4,4,111
2014,DOJ,COPS,54,3,0,0,0,0,0,0,0,0,0,0,0,57
2014,DOJ,Criminal,10,10,19,12,8,13,11,8,6,12,47,23,40,219
2014,DOJ,CRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOJ,DEA,295,274,112,104,43,32,23,15,11,11,32,13,20,985
2014,DOJ,ENRD,0,0,2,1,0,1,3,3,0,2,4,0,1,17
2014,DOJ,EOIR,1,6,4,1,0,0,0,0,0,0,0,0,0,12
2014,DOJ,EOUSA,358,186,137,100,106,98,106,87,64,71,163,85,91,1652
2014,DOJ,EOUST,5,5,2,0,2,1,0,0,0,1,0,0,0,16
2014,DOJ,FBI,16,33,32,84,157,166,143,159,163,148,555,209,154,2019
2014,DOJ,FCSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOJ,JMD,16,20,16,8,6,2,2,1,0,1,5,0,0,77
2014,DOJ,NSD,0,2,1,1,1,0,0,0,0,1,1,2,5,14
2014,DOJ,OCDETF,0,5,4,1,2,1,0,0,0,0,0,0,1,14
2014,DOJ,OIG,6,39,37,44,23,10,10,9,1,3,11,1,6,200
2014,DOJ,OIP,1,10,0,1,0,0,0,0,0,1,3,1,4,21
2014,DOJ,OJP,18,32,15,10,5,5,3,6,2,3,7,3,4,113
2014,DOJ,OLA,1,2,0,2,0,1,0,1,0,0,6,2,9,24
2014,DOJ,OLC,5,2,0,0,1,2,1,1,2,1,3,3,8,29
2014,DOJ,OLP,0,1,1,0,0,0,0,1,0,0,1,0,2,6
2014,DOJ,OPR,1,0,0,1,1,0,0,0,1,0,2,1,15,22
2014,DOJ,OSG,0,0,0,1,0,1,1,0,0,0,0,0,1,4
2014,DOJ,OVW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOJ,Pardon Attorney,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOJ,Public Affairs,1,0,0,0,0,0,0,0,0,0,1,1,4,7
2014,DOJ,PRAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DOJ,TAX,10,2,4,0,3,0,2,3,0,0,2,0,0,26
2014,DOJ,USMS,4,2,0,0,0,1,1,3,1,1,1,3,1,18
2014,DOJ,USNCB,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2014,DOJ,USPC,31,19,11,15,14,3,16,6,0,2,3,0,0,120
2014,DOT,FAA,286,429,173,50,28,23,6,11,10,7,17,5,18,1063
2014,DOT,FHWA,30,18,5,0,1,1,0,1,2,1,1,0,1,61
2014,DOT,FMCSA,13,8,112,188,91,22,6,3,1,3,4,2,0,453
2014,DOT,FRA,98,62,41,35,41,20,16,10,11,11,18,8,14,385
