Year,Agency,Component,No. of Full Grants,No. of Partial Grants/ Partial Denials,No. of Full Denials Based on Exemptions,Number of Full Denials Based on Reasons Other than Exemptions,Number of Full Denials Based on Reasons Other than Exemptions.1,Number of Full Denials Based on Reasons Other than Exemptions.2,Number of Full Denials Based on Reasons Other than Exemptions.3,Number of Full Denials Based on Reasons Other than Exemptions.4,Number of Full Denials Based on Reasons Other than Exemptions.5,Number of Full Denials Based on Reasons Other than Exemptions.6,Number of Full Denials Based on Reasons Other than Exemptions.7,Number of Full Denials Based on Reasons Other than Exemptions.8,Total
2012,DoD,NGA,6.0,12.0,33.0,34,2,14,0,2,0,3,3,45,154.0
2012,DoD,NGB,12.0,23.0,3.0,11,17,6,8,7,5,5,3,5,105.0
2012,DoD,NORTHCOM,11.0,11.0,0.0,12,8,0,0,0,0,0,1,2,45.0
2012,DoD,NRO,16.0,126.0,7.0,29,3,8,2,12,11,8,4,1,227.0
2012,DoD,NSA,75.0,360.0,1039.0,99,0,27,23,9,12,5,31,18,1698.0
2012,DoD,OSD/JS,263.0,290.0,55.0,174,80,133,39,70,14,12,15,349,1494.0
2012,DoD,PACOM,9.0,19.0,3.0,8,4,0,0,0,1,0,0,4,48.0
2012,DoD,SOCOM,12.0,21.0,12.0,60,29,31,4,0,2,6,2,16,195.0
2012,DoD,SOUTHCOM,13.0,45.0,1.0,37,4,2,1,0,5,11,0,4,123.0
2012,DoD,STRATCOM,2.0,5.0,6.0,7,1,0,0,1,0,0,1,9,32.0
2012,DoD,TRANSCOM,29.0,31.0,6.0,10,3,6,0,0,0,8,0,2,95.0
2012,DoD,TRICARE,42.0,16.0,3.0,22,4,10,13,2,3,31,1,0,147.0
2012,DOE,BPA,36.0,28.0,0.0,8,0,6,1,0,0,0,1,0,80.0
2012,DOE,CBFO,9.0,1.0,1.0,1,1,1,0,0,0,0,0,0,14.0
2012,DOE,CH,22.0,3.0,1.0,18,2,6,4,1,0,15,0,0,72.0
2012,DOE,EMCBC,15.0,8.0,0.0,16,1,4,0,0,0,0,0,0,44.0
2012,DOE,GFO,65.0,72.0,1.0,19,6,103,1,0,0,1,0,0,268.0
2012,DOE,HQ,167.0,255.0,18.0,133,239,84,8,5,5,5,21,0,940.0
2012,DOE,ID,12.0,9.0,6.0,12,0,1,0,0,0,0,0,0,40.0
2012,DOE,NETL,19.0,19.0,0.0,5,0,2,1,0,1,0,3,0,50.0
2012,DOE,NNSA,124.0,30.0,5.0,80,13,23,1,1,0,13,1,0,291.0
2012,DOE,NR,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2012,DOE,NRLFO,2.0,3.0,0.0,1,0,0,0,0,1,0,0,0,7.0
2012,DOE,ORO,164.0,11.0,1.0,43,6,4,1,4,3,7,4,0,248.0
2012,DOE,OSTI,2.0,0.0,0.0,5,3,1,0,0,2,0,0,0,13.0
2012,DOE,ROO,52.0,13.0,0.0,13,2,7,2,0,0,5,0,0,94.0
2012,DOE,SEPA,2.0,0.0,0.0,4,0,0,0,0,0,0,0,0,6.0
2012,DOE,SPR,1.0,0.0,0.0,3,0,2,0,0,0,0,0,0,6.0
2012,DOE,SRO,25.0,2.0,0.0,3,3,2,1,0,0,4,1,0,41.0
2012,DOE,SWPA,3.0,2.0,1.0,3,0,1,0,0,0,0,0,0,10.0
2012,DOE,WAPA,14.0,9.0,2.0,3,0,3,1,0,0,2,0,0,34.0
2012,DOI,BIA,976.0,358.0,45.0,178,8,29,26,34,8,3,5,38,1708.0
2012,DOI,BLM,372.0,302.0,20.0,101,36,37,24,13,18,5,27,48,1003.0
2012,DOI,BOEM,37.0,11.0,4.0,9,3,3,0,2,0,2,2,2,75.0
2012,DOI,BOR,87.0,67.0,9.0,24,5,9,5,1,4,0,4,39,254.0
2012,DOI,BSEE,59.0,32.0,4.0,22,2,6,8,0,5,5,4,4,151.0
2012,DOI,FWS,613.0,171.0,24.0,77,24,22,5,7,2,1,22,292,1260.0
2012,DOI,NPS,409.0,279.0,46.0,57,10,23,42,3,1,5,10,21,906.0
2012,DOI,OIG,7.0,54.0,12.0,15,2,11,0,0,0,1,3,0,105.0
2012,DOI,OS,146.0,129.0,4.0,66,59,7,19,22,6,12,6,41,517.0
2012,DOI,OSM,32.0,14.0,0.0,7,0,11,3,2,0,1,0,1,71.0
2012,DOI,SOL,22.0,9.0,4.0,20,1,3,1,2,1,3,4,0,70.0
2012,DOI,USGS,103.0,19.0,1.0,28,2,1,3,1,0,4,0,3,165.0
2012,DOJ,Office of the AG,59.0,56.0,13.0,126,12,15,1,0,19,1,26,53,381.0
2012,DOJ,Office of the DAG,22.0,46.0,15.0,78,6,9,0,0,3,0,25,14,218.0
2012,DOJ,Office of the Assoc. AG,6.0,16.0,1.0,82,3,6,0,0,2,0,5,10,131.0
2012,DOJ,Antitrust,12.0,19.0,17.0,59,3,14,4,0,1,0,2,1,132.0
2012,DOJ,ATF,75.0,459.0,229.0,231,21,11,45,11,91,14,33,6,1226.0
2012,DOJ,BOP,10213.0,1867.0,195.0,622,40,136,531,285,1935,320,231,0,16375.0
2012,DOJ,Civil,120.0,39.0,17.0,85,9,23,4,9,4,7,6,0,323.0
2012,DOJ,Civil Rights,134.0,128.0,52.0,64,43,93,9,2,6,2,1,0,534.0
2012,DOJ,COPS,34.0,22.0,0.0,29,0,7,0,0,0,0,0,0,92.0
2012,DOJ,Criminal,42.0,79.0,52.0,160,53,5,0,129,212,172,3,3,910.0
2012,DOJ,CRS,7.0,7.0,0.0,8,1,0,0,0,0,1,0,0,24.0
2012,DOJ,DEA,99.0,797.0,127.0,358,5,21,56,42,155,8,59,26,1753.0
2012,DOJ,ENRD,23.0,23.0,1.0,17,2,4,0,1,5,0,0,0,76.0
2012,DOJ,EOIR,17465.0,488.0,66.0,4906,9,33,55,0,31,10,351,3,23417.0
2012,DOJ,EOUSA,476.0,658.0,766.0,728,191,34,170,442,1058,164,46,91,4824.0
2012,DOJ,EOUST,9.0,15.0,1.0,17,0,2,1,0,27,4,1,1,78.0
2012,DOJ,FBI,145.0,1671.0,405.0,4906,21,157,399,1846,0,0,2222,110,11882.0
2012,DOJ,FCSC,3.0,5.0,0.0,17,0,0,0,0,0,0,0,0,25.0
2012,DOJ,JMD,61.0,20.0,3.0,13,30,8,12,1,1,3,5,0,157.0
2012,DOJ,NSD,63.0,20.0,11.0,58,6,1,0,1,14,20,5,4,203.0
2012,DOJ,OCDETF,2.0,2.0,2.0,13,3,1,0,1,4,0,0,0,28.0
2012,DOJ,OFDT,11.0,11.0,0.0,17,4,0,1,0,0,0,0,0,44.0
2012,DOJ,OIG,27.0,76.0,25.0,75,2,0,2,0,1,1,1,0,210.0
2012,DOJ,OIP,86.0,39.0,2.0,54,5,7,2,7,232,3,13,260,710.0
2012,DOJ,OIPL,2.0,1.0,0.0,13,0,0,0,0,1,0,5,0,22.0
2012,DOJ,OJP,88.0,149.0,17.0,72,14,11,5,0,2,0,1,0,359.0
2012,DOJ,OLA,17.0,17.0,3.0,26,3,8,0,0,5,0,9,9,97.0
2012,DOJ,OLC,24.0,25.0,39.0,37,2,6,0,2,2,0,1,2,140.0
2012,DOJ,OLP,5.0,50.0,3.0,27,1,0,0,0,8,1,10,2,107.0
2012,DOJ,OPR,11.0,5.0,18.0,28,5,0,1,0,4,0,0,0,72.0
2012,DOJ,OSG,29.0,14.0,5.0,43,5,6,0,1,1,2,0,0,106.0
2012,DOJ,OVW,21.0,36.0,0.0,11,1,2,0,0,0,0,0,0,71.0
2012,DOJ,Pardon Attorney,47.0,43.0,1.0,33,1,0,0,0,2,0,0,0,127.0
2012,DOJ,Public Affairs,4.0,11.0,0.0,14,2,2,0,0,2,0,3,3,41.0
2012,DOJ,PRAO,7.0,3.0,0.0,16,1,0,0,0,3,0,0,0,30.0
2012,DOJ,TAX,28.0,25.0,3.0,53,13,1,1,3,22,0,2,0,151.0
2012,DOJ,USMS,819.0,853.0,208.0,584,30,11,13,10,114,17,30,15,2704.0
2012,DOJ,USNCB,11.0,80.0,29.0,48,2,1,0,0,0,1,2,2,176.0
2012,DOJ,USPC,316.0,94.0,0.0,88,3,10,4,0,56,0,4,0,575.0
2012,DOT,FAA,3625.0,1375.0,66.0,1165,15,348,211,28,48,18,0,0,6899.0
2012,DOT,FHWA,246.0,98.0,1.0,87,6,20,2,4,5,7,49,6,531.0
2012,DOT,FMCSA,718.0,783.0,3.0,315,0,63,7,6,1,0,25,0,1921.0
2012,DOT,FRA,151.0,86.0,3.0,60,5,20,0,0,0,0,17,0,342.0
2012,DOT,FTA,115.0,130.0,3.0,71,0,2,0,1,0,0,0,2,324.0
2012,DOT,MARAD,79.0,15.0,0.0,10,0,7,5,6,3,1,0,0,126.0
2012,DOT,NHTSA,69.0,60.0,4.0,21,2,12,17,0,8,0,4,3,200.0
2012,DOT,OIG,4.0,45.0,8.0,23,1,2,0,2,6,1,0,6,98.0
2012,DOT,OST,96.0,70.0,3.0,61,0,4,1,0,1,2,2,86,326.0
2012,DOT,PHMSA,86.0,14.0,2.0,15,0,17,7,6,2,0,4,0,153.0
2012,DOT,RITA,16.0,14.0,2.0,9,0,2,2,0,0,1,0,0,46.0
2012,DOT,SLSDC,6.0,9.0,0.0,7,0,0,0,0,0,0,0,0,22.0
2012,ED,FSA,170.0,61.0,2.0,54,2,16,2,2,2,11,6,0,328.0
2012,ED,IES,4.0,28.0,0.0,4,0,0,0,0,0,0,2,0,38.0
2012,ED,IES-NAGB,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2012,ED,M,25.0,55.0,0.0,27,2,21,0,1,1,3,1,2,138.0
2012,ED,OCFO,7.0,1.0,0.0,1,0,0,0,0,0,0,0,0,9.0
2012,ED,OCFO-CAM,36.0,36.0,0.0,4,0,4,0,0,0,0,0,0,80.0
2012,ED,OCIO,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,3.0
2012,ED,OCO,2.0,1.0,0.0,3,0,0,0,0,0,0,0,0,6.0
2012,ED,OCR,19.0,64.0,2.0,6,0,3,0,0,1,2,4,0,101.0
2012,ED,OCR-1 Boston,11.0,119.0,8.0,5,0,3,0,0,0,1,6,0,153.0
2012,ED,OCR-2 New York,55.0,77.0,9.0,5,0,7,0,0,5,0,4,0,162.0
2012,ED,OCR-3 Philadelphia,10.0,63.0,2.0,3,0,0,0,0,0,0,4,0,82.0
2012,ED,OCR-4 Atlanta,17.0,36.0,7.0,3,0,2,0,0,0,0,1,0,66.0
2012,ED,OCR-5 Chicago,76.0,41.0,1.0,6,0,9,0,1,1,0,0,0,135.0
2012,ED,OCR-6 Dallas,30.0,34.0,11.0,1,0,2,0,3,0,0,0,0,81.0
2012,ED,OCR-7 Kansas City,4.0,13.0,6.0,0,1,0,0,0,0,0,0,0,24.0
2012,ED,OCR-8 Denver,5.0,21.0,16.0,4,0,1,0,1,1,0,1,2,52.0
2012,ED,OCR-9 San Francisco,26.0,38.0,5.0,3,2,1,0,0,0,0,0,0,75.0
2012,ED,OCR-10 Seattle,16.0,83.0,0.0,9,0,0,1,0,0,0,0,0,109.0
2012,ED,OCR-12 Cleveland,16.0,10.0,4.0,1,0,5,0,0,0,0,0,1,37.0
2012,ED,OCR-Metro D.C.,8.0,42.0,9.0,2,0,11,0,0,0,0,1,1,74.0
2012,ED,ODS,4.0,1.0,1.0,1,0,0,0,0,0,1,0,0,8.0
2012,ED,OELA,0.0,5.0,0.0,1,0,0,0,0,0,0,0,0,6.0
2012,ED,OESE,9.0,48.0,0.0,15,0,3,0,0,0,2,2,0,79.0
2012,ED,OGC,2.0,4.0,0.0,4,0,2,0,0,0,0,0,0,12.0
2012,ED,OIG,7.0,19.0,12.0,19,0,4,0,0,0,0,2,0,63.0
2012,ED,OII,11.0,25.0,0.0,5,1,1,0,0,0,0,0,0,43.0
2012,ED,OLCA,3.0,1.0,0.0,1,0,2,0,0,0,0,0,0,7.0
2012,ED,OM,11.0,26.0,1.0,6,0,2,0,0,1,0,3,0,50.0
2012,ED,OM-PIRMS,22.0,16.0,0.0,1,0,11,0,1,1,7,0,0,59.0
2012,ED,OPE,23.0,113.0,0.0,10,1,6,0,1,0,1,2,0,157.0
2012,ED,OPEPD,2.0,1.0,0.0,0,0,1,0,0,0,0,0,0,4.0
2012,ED,OS,13.0,21.0,0.0,0,0,5,0,0,0,0,1,0,40.0
2012,ED,OSDFS,1.0,6.0,0.0,0,0,0,1,0,0,0,0,0,8.0
2012,ED,OSERS,19.0,20.0,0.0,4,0,0,0,0,0,0,0,0,43.0
2012,ED,OUS,3.0,3.0,0.0,3,0,0,0,0,0,0,0,0,9.0
2012,ED,OVAE,3.0,1.0,0.0,0,0,0,0,0,0,1,0,0,5.0
2012,EEOC,ATLANTA,4.0,564.0,43.0,2,1,14,3,1,27,1,69,130,859.0
2012,EEOC,BIRMINGHAM,7.0,1034.0,220.0,0,2,3,1,16,4,4,21,46,1358.0
2012,EEOC,CHARLOTTE,12.0,1199.0,33.0,2,3,2,1,0,1,0,1,16,1270.0
2012,EEOC,CHICAGO,47.0,720.0,143.0,13,1,1,2,0,18,0,15,48,1008.0
2012,EEOC,DALLAS,50.0,1496.0,187.0,2,0,8,1,0,33,0,12,34,1823.0
2012,EEOC,HOUSTON,17.0,844.0,87.0,14,1,8,3,3,5,0,28,46,1056.0
2012,EEOC,INDIANAPOLIS,44.0,1785.0,170.0,74,60,7,0,7,10,0,37,84,2278.0
2012,EEOC,LOS ANGELES,19.0,361.0,342.0,165,0,0,1,0,5,0,20,35,948.0
2012,EEOC,MEMPHIS,54.0,724.0,58.0,5,0,0,9,0,24,0,13,18,905.0
2012,EEOC,MIAMI,142.0,1079.0,439.0,50,2,10,0,1,7,0,25,284,2039.0
2012,EEOC,NEW YORK,27.0,510.0,116.0,27,0,6,0,1,13,1,24,200,925.0
2012,EEOC,OLC/HDQ,67.0,46.0,177.0,59,14,3,2,6,17,1,50,0,442.0
2012,EEOC,PHILADELPHIA,14.0,742.0,55.0,3,45,6,0,5,2,0,24,107,1003.0
2012,EEOC,PHOENIX,22.0,415.0,65.0,0,25,0,2,0,27,0,74,7,637.0
2012,EEOC,SAN FRANCISCO,49.0,426.0,98.0,70,0,6,1,0,24,0,13,18,705.0
2012,EEOC,ST. LOUIS,138.0,903.0,93.0,4,0,15,1,0,19,0,42,21,1236.0
2012,EEOC,WFO,1.0,150.0,26.0,0,23,1,0,0,1,0,26,8,236.0
2012,EPA,HQ,1151.0,242.0,66.0,167,62,225,21,10,11,2,43,2,2002.0
2012,EPA,Region 1,151.0,14.0,0.0,67,11,17,3,0,0,0,0,0,263.0
2012,EPA,Region 2,357.0,16.0,5.0,732,24,55,0,1,1,1,7,1,1200.0
2012,EPA,Region 3,693.0,23.0,6.0,331,16,51,2,0,0,0,7,0,1129.0
2012,EPA,Region 4,449.0,82.0,0.0,199,15,72,0,1,3,0,3,0,824.0
2012,EPA,Region 5,592.0,90.0,3.0,634,0,46,12,7,0,0,8,0,1392.0
2012,EPA,Region 6,219.0,41.0,2.0,232,51,53,1,0,1,1,8,0,609.0
2012,EPA,Region 7,392.0,32.0,8.0,109,10,21,1,0,1,0,4,0,578.0
2012,EPA,Region 8,213.0,12.0,1.0,61,1,41,0,0,3,0,7,0,339.0
2012,EPA,Region 9,261.0,20.0,2.0,182,19,17,6,8,2,0,8,1,526.0
2012,EPA,Region 10,241.0,37.0,3.0,82,0,25,1,6,1,0,1,0,397.0
2012,Ex-Im Bank,HQ,19.0,15.0,0.0,6,0,6,1,0,0,0,0,0,47.0
2012,FCA,FCA,13.0,6.0,3.0,12,0,0,0,0,1,0,0,0,35.0
2012,FCC,FCC,112.0,143.0,11.0,90,1,55,14,26,4,3,1,18,478.0
2012,FCSIC,FCSIC,3.0,0.0,0.0,5,0,0,0,0,0,0,0,0,8.0
2012,FDIC,FDIC,225.0,163.0,50.0,112,7,37,91,88,35,108,10,17,943.0
2012,FEC,FEC,13.0,23.0,3.0,15,3,7,0,1,0,1,0,0,66.0
2012,FERC,FERC,18.0,28.0,6.0,5,0,8,0,0,0,0,0,0,65.0
2012,FFIEC,FFIEC,9.0,3.0,1.0,2,2,0,0,0,1,4,0,0,22.0
2012,FHFA,FHFA FOIA,22.0,36.0,14.0,50,0,4,14,0,3,11,0,0,154.0
2012,FHFA,FHFA-OIG,1.0,19.0,4.0,1,1,0,1,0,0,0,0,0,27.0
2012,FLRA,FSIP,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,8.0
2012,FLRA,Authority,14.0,8.0,0.0,8,0,0,0,2,0,0,0,0,32.0
2012,FLRA,IG,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,3.0
2012,FLRA,OGC,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1.0
2012,FLRA,ATRO,1.0,1.0,0.0,1,1,0,0,0,0,0,0,0,4.0
2012,FLRA,BORO,1.0,2.0,0.0,0,0,1,0,0,0,0,0,0,4.0
2012,FLRA,CHRO,1.0,0.0,0.0,2,0,0,0,0,0,0,0,0,3.0
2012,FLRA,DARO,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,3.0
2012,FLRA,DERO,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2012,FLRA,SFRO,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,2.0
2012,FLRA,WARO,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4.0
2012,FMC,FMC,10.0,7.0,1.0,11,0,18,0,0,3,0,0,0,50.0
2012,FMCS,FMCS,29.0,8.0,1.0,19,1,5,0,0,0,3,1,2,69.0
2012,FMSHRC,FMSHRC,178.0,2.0,0.0,6,0,2,0,0,1,0,0,0,189.0
2012,FOMC,FOMC,4.0,5.0,0.0,1,1,2,0,2,0,0,0,0,15.0
2012,FRB,FRB,512.0,96.0,57.0,83,41,38,18,12,3,0,4,27,891.0
2012,FRTIB,FRTIB,3.0,5.0,0.0,3,0,0,0,0,0,0,1,0,12.0
2012,FTC,FTC,637.0,483.0,19.0,223,0,27,10,5,10,2,6,16,1438.0
2012,GSA,GSA,749.0,449.0,47.0,247,11,106,35,5,28,36,60,0,1773.0
2012,HHS,ACF,67.0,77.0,1.0,17,5,30,1,3,3,5,7,9,225.0
2012,HHS,CMS,33428.0,826.0,5481.0,9104,636,841,860,238,859,97,210,1164,53744.0
2012,HHS,OIG,140.0,138.0,60.0,113,14,41,1,4,44,83,7,11,656.0
2012,HHS,AHRQ,9.0,25.0,0.0,13,0,3,1,0,0,3,0,3,57.0
2012,HHS,CDC,274.0,211.0,13.0,213,42,51,13,35,19,10,18,0,899.0
2012,HHS,FDA,7513.0,195.0,159.0,538,15,1193,192,7,94,1,240,345,10492.0
2012,HHS,HRSA,173.0,22.0,5.0,5,8,4,0,0,0,0,2,0,219.0
2012,HHS,IHS,21.0,30.0,20.0,12,5,4,0,1,6,12,1,20,132.0
2012,HHS,NIH,741.0,108.0,10.0,104,15,125,7,9,6,5,0,0,1130.0
2012,HHS,SAMHSA,52.0,56.0,2.0,10,0,0,0,0,0,0,3,0,123.0
2012,HHS,OS,61.0,130.0,8.0,59,646,28,0,6,39,62,9,51,1099.0
2012,HHS,OASH,143.0,98.0,26.0,99,40,15,0,17,4,1,6,13,462.0
2012,HHS,ACL,15.0,2.0,1.0,0,0,0,0,0,0,0,0,0,18.0
2012,HUD,HQ,163.0,149.0,28.0,134,311,119,9,3,28,1,33,0,978.0
2012,HUD,OIG,7.0,46.0,22.0,25,12,1,1,1,1,0,0,0,116.0
2012,HUD,R01,58.0,9.0,2.0,16,2,7,0,0,0,1,3,0,98.0
2012,HUD,R02,78.0,7.0,1.0,15,5,2,2,1,3,1,2,0,117.0
2012,HUD,R03,59.0,15.0,3.0,22,11,11,4,0,3,0,7,0,135.0
2012,HUD,R04,223.0,35.0,12.0,57,5,28,11,0,19,4,6,0,400.0
2012,HUD,R05,46.0,13.0,1.0,17,6,9,6,3,4,2,2,0,109.0
2012,HUD,R06,79.0,19.0,2.0,22,9,3,5,0,1,0,1,0,141.0
2012,HUD,R07,6.0,10.0,1.0,6,5,4,4,0,3,4,1,0,44.0
2012,HUD,R08,80.0,7.0,4.0,2,6,5,0,0,1,0,3,0,108.0
2012,HUD,R09,63.0,48.0,6.0,44,13,22,1,1,4,1,5,0,208.0
2012,HUD,R0X,33.0,24.0,6.0,12,4,7,4,0,0,0,0,0,90.0
2012,IAF,IAF,4.0,2.0,0.0,4,0,0,0,0,0,0,0,0,10.0
2012,IMLS,IMLS,8.0,18.0,0.0,4,0,1,0,0,0,0,0,4,35.0
2012,LSC,OLA,19.0,2.0,0.0,8,0,0,0,0,1,0,0,0,30.0
2012,LSC,OIG,2.0,4.0,2.0,0,0,0,0,0,0,1,0,0,9.0
2012,MCC,MCC,9.0,10.0,1.0,4,2,0,0,1,1,1,0,0,29.0
2012,MSPB,MSPB,107.0,54.0,10.0,66,0,0,0,0,0,0,0,0,237.0
2012,NARA,NARA,1173.0,348.0,29.0,11314,64,46,3,43,50,38,61,577,13746.0
2012,NASA,ARC,6.0,20.0,6.0,7,0,2,1,2,1,0,3,0,48.0
2012,NASA,DFRC,7.0,6.0,1.0,1,0,1,0,0,0,0,4,0,20.0
2012,NASA,GRC,10.0,14.0,1.0,4,0,5,0,0,0,0,4,0,38.0
2012,NASA,GSFC,29.0,38.0,5.0,16,0,9,13,3,7,0,5,0,125.0
2012,NASA,HQ,39.0,32.0,13.0,12,8,6,9,22,43,19,12,0,215.0
2012,NASA,JPL,6.0,16.0,4.0,3,0,4,5,1,0,10,4,0,53.0
2012,NASA,JSC,41.0,25.0,5.0,12,5,9,12,2,8,4,19,0,142.0
2012,NASA,KSC,10.0,17.0,2.0,9,0,6,5,6,0,0,2,0,57.0
2012,NASA,LaRC,18.0,8.0,1.0,5,0,1,1,0,1,1,4,0,40.0
2012,NASA,MSFC,49.0,18.0,3.0,6,0,9,3,0,1,0,4,0,93.0
2012,NASA,NSSC,9.0,1.0,0.0,1,0,2,1,0,1,0,0,0,15.0
2012,NASA,OGC,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
2012,NASA,OIG,4.0,16.0,7.0,7,2,2,0,1,0,0,3,0,42.0
2012,NASA,SSC,3.0,1.0,0.0,1,0,1,1,0,0,0,0,0,7.0
2012,NCPC,NCPC,5.0,0.0,0.0,7,0,0,0,0,1,0,0,0,13.0
2012,NCUA,NCUA,57.0,46.0,20.0,3,0,5,0,1,2,1,1,0,136.0
2012,NEA,NEA,20.0,80.0,5.0,14,0,4,0,0,2,0,0,1,126.0
2012,NEH,NEH,10.0,15.0,0.0,7,0,2,0,1,2,0,0,0,37.0
2012,NIGC,NIGC,14.0,8.0,2.0,7,3,6,2,0,0,0,0,0,42.0
2012,NLRB,NLRB,5215.0,485.0,277.0,20,113,163,0,0,0,3,0,0,6276.0
2012,NMB,NMB,18.0,2.0,0.0,5,0,4,0,0,0,0,0,0,29.0
2012,NRPC,NRPC,58.0,39.0,15.0,23,1,28,27,0,9,7,12,0,219.0
2012,NSF,OGC,35.0,258.0,0.0,28,2,25,0,0,0,1,0,6,355.0
2012,NSF,OIG,8.0,20.0,10.0,18,0,1,0,0,0,0,3,0,60.0
2012,NTSB,NTSB,23.0,33.0,65.0,43,1,3,2,0,5,8,2,0,185.0
2012,ODNI,ODNI,22.0,190.0,45.0,23,8,1,0,0,0,0,0,28,317.0
2012,OGE,OGE,11.0,21.0,2.0,11,1,0,1,1,0,0,0,2,50.0
2012,OMB,OMB,59.0,53.0,8.0,87,0,0,0,0,0,0,0,0,207.0
2012,ONDCP,ONDCP,17.0,1.0,1.0,15,0,0,0,0,0,0,0,0,34.0
2012,ONHIR,ONHIR,107.0,10.0,0.0,0,0,0,0,0,0,0,0,0,117.0
2012,OPIC,OPIC,15.0,11.0,1.0,9,0,1,1,1,1,0,0,0,40.0
2012,OPM,OPM,6119.0,4409.0,15.0,14,1,13,1,5,9,15,1,8,10610.0
2012,OSC,OSC,15.0,7.0,14.0,19,1,1,1,1,2,5,0,10,76.0
2012,OSHRC,OSHRC,33.0,22.0,2.0,9,0,19,0,0,0,0,0,0,85.0
2012,OSTP,OSTP,13.0,18.0,1.0,53,0,0,0,0,0,0,0,0,85.0
2012,PBGC,PBGC,4403.0,206.0,20.0,19,1,25,0,3,101,1,226,470,5475.0
2012,PC,FOIA Office,88.0,17.0,4.0,15,7,0,0,10,12,4,1,0,158.0
2012,PC,OIG,1.0,7.0,0.0,5,1,0,0,0,0,0,0,0,14.0
2012,PRC,PRC,6.0,0.0,0.0,0,16,1,0,0,0,0,0,0,23.0
2012,RATB,RATB,5.0,2.0,0.0,3,4,1,0,1,0,0,0,0,16.0
2012,SBA,SBA,3385.0,147.0,37.0,131,31,30,4,13,8,7,6,49,3848.0
2012,SEC,SEC,2391.0,332.0,479.0,7176,49,75,53,16,149,116,150,316,11302.0
2012,SIGAR,SIGAR,3.0,2.0,4.0,2,0,0,0,0,0,0,0,0,11.0
2012,SIGIR,SIGIR,3.0,3.0,0.0,2,0,0,0,1,0,0,0,0,9.0
2012,SSA,SSA,29218.0,1485.0,649.0,121,0,2,51,35,0,14,9,0,31584.0
2012,SSS,SSS,20.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20.0
2012,State,DoS,2308.0,2801.0,4101.0,1041,198,157,50,509,3016,989,125,9,15304.0
2012,State,OIG,5.0,20.0,2.0,12,0,0,0,0,0,0,0,0,39.0
2012,STB,STB,19.0,4.0,0.0,6,0,1,0,0,0,0,0,0,30.0
2012,Treasury,BEP,12.0,20.0,0.0,13,3,2,1,5,0,0,1,0,57.0
2012,Treasury,BPD,9.0,17.0,4.0,44,12,2,0,1,5,22,1,0,117.0
2012,Treasury,CFPB,50.0,65.0,5.0,23,2,5,2,2,3,17,2,0,176.0
2012,Treasury,DO,103.0,192.0,234.0,44,349,96,202,0,1,2,68,6,1297.0
2012,Treasury,FinCEN,10.0,71.0,117.0,41,2,0,0,0,9,4,0,0,254.0
2012,Treasury,FMS,30.0,98.0,1.0,21,2,48,1,0,2,44,12,0,259.0
2012,Treasury,IRS,4272.0,2772.0,214.0,793,46,128,142,639,2687,35,470,0,12198.0
2012,Treasury,MINT,56.0,15.0,2.0,28,5,2,3,1,7,3,5,0,127.0
2012,Treasury,OCC,1339.0,133.0,78.0,75,10,46,1,11,64,117,19,31,1924.0
2012,Treasury,TIGTA,14.0,84.0,21.0,18,24,3,2,0,50,8,2,0,226.0
2012,Treasury,TTB,16.0,21.0,10.0,14,2,1,2,1,3,0,0,0,70.0
2012,TVA,TVA,51.0,80.0,8.0,24,0,8,5,0,0,2,0,0,178.0
2012,U.S. CPSC,U.S. CPSC,1784.0,398.0,41.0,120,4,34,33,0,0,4,27,7,2452.0
2012,U.S. DOL,ADJ BDS,9.0,0.0,0.0,5,0,2,1,0,0,0,0,0,17.0
2012,U.S. DOL,ALJ,126.0,19.0,2.0,20,4,2,0,1,0,4,6,4,188.0
2012,U.S. DOL,ASP,1.0,0.0,0.0,26,0,1,0,0,0,6,13,6,53.0
2012,U.S. DOL,BLS,9.0,9.0,0.0,22,0,0,0,0,0,2,0,2,44.0
2012,U.S. DOL,CFO,3.0,3.0,0.0,15,0,1,0,0,0,27,0,0,49.0
2012,U.S. DOL,EBSA,155.0,87.0,15.0,224,16,19,3,3,1,9,11,7,550.0
2012,U.S. DOL,ETA,572.0,512.0,14.0,862,237,34,66,18,109,48,58,0,2530.0
2012,U.S. DOL,EXEC SEC,0.0,0.0,0.0,0,0,0,0,0,0,2,0,79,81.0
2012,U.S. DOL,ILAB,8.0,1.0,0.0,10,0,1,0,0,0,4,0,0,24.0
2012,U.S. DOL,MSHA,754.0,936.0,94.0,135,0,65,23,4,0,7,37,54,2109.0
